Customer_ID,Month,Electricity_Consumption_kWh,Previous_Month_Consumption,Peak_Consumption,Off_Peak_Consumption,Voltage,Current,Power_Factor,Meter_Age,Number_of_Meter_Readings,Location_Type,Customer_Type,Theft_Flag_GroundTruth,Average_Consumption_3_Months,Average_Consumption_6_Months
C01024,1,170.83,,96.36,74.46,241.12,1.012,0.972,2,30,Semi-Urban,Residential,0,,
C00843,6,394.18,1053.22,282.61,111.57,231.33,2.527,0.937,11,28,Rural,Commercial,1,839.15,879.4639999999999
C00274,6,280.84,277.78,191.41,89.43,236.5,1.85,0.891,4,30,Semi-Urban,Residential,0,265.71,243.342
C01372,2,145.38,136.2,103.94,41.43,220.6,,0.963,4,29,Rural,Residential,0,136.2,136.2
C01194,6,149.49,161.97,110.45,39.04,232.93,1.066,0.836,18,29,Semi-Urban,Residential,0,137.95666666666668,130.374
C00097,1,1237.16,,926.75,310.41,230.3,7.989,0.934,14,30,Urban,Commercial,0,,
C00521,4,376.88,383.97,249.13,127.75,225.66,2.35,0.987,7,29,Urban,Residential,0,328.9666666666667,328.9666666666667
C00806,1,120.69,,79.21,41.48,227.44,0.764,0.965,17,29,Semi-Urban,Residential,0,,
C00296,6,268.58,204.08,179.31,89.27,233.16,1.649,0.97,17,29,Urban,Residential,0,243.83,233.698
C00195,3,308.28,243.15,200.46,107.81,228.68,2.106,0.889,4,28,Semi-Urban,Residential,0,259.95,259.95
C00480,3,848.11,709.7,605.23,242.88,217.37,5.767,0.94,9,28,Urban,Commercial,0,684.0150000000001,684.0150000000001
C00434,6,205.11,212.46,130.77,74.34,231.5,1.386,0.888,7,28,Urban,Residential,0,200.38333333333335,189.538
C00070,2,770.01,781.83,494.83,275.18,236.49,4.891,0.925,1,29,Semi-Urban,Commercial,0,781.83,781.83
C00505,2,282.2,258.64,205.15,77.04,234.9,1.939,0.861,15,28,Urban,Residential,0,258.64,258.64
C01381,6,269.88,102.23,169.12,100.76,230.46,1.756,0.926,11,29,Urban,Residential,0,204.14,228.82800000000003
C00727,4,171.21,196.85,95.56,75.64,233.9,1.109,0.916,1,30,Semi-Urban,Residential,0,162.91666666666666,162.91666666666666
C00127,4,228.8,195.27,126.57,102.23,234.08,1.476,0.919,14,30,Urban,Residential,0,187.6966666666667,187.6966666666667
C00231,6,566.74,670.8,215.02,351.72,228.63,3.792,0.908,17,29,Urban,Commercial,1,513.89,504.01399999999995
C00707,5,1166.99,1239.45,761.22,405.77,225.65,7.99,0.899,3,30,Semi-Urban,Commercial,0,1041.3999999999999,983.605
C00201,2,203.31,218.85,151.33,51.99,233.77,1.355,0.891,19,29,Rural,Residential,0,218.85,218.85
C01001,1,524.16,,388.98,135.18,226.52,3.417,0.94,15,29,Semi-Urban,Commercial,0,,
C00343,6,212.83,203.7,146.85,65.98,230.47,1.341,0.957,1,30,Urban,Residential,0,192.35666666666665,176.766
C00668,1,1080.4,,720.44,359.97,228.26,7.007,0.938,12,30,Urban,Commercial,0,,
C00535,4,1639.53,1381.89,1205.6,433.93,234.2,10.324,0.942,5,29,Urban,Industrial,0,1461.7533333333333,1461.7533333333333
C01389,4,922.38,946.49,614.32,308.06,237.13,5.899,0.916,11,29,Urban,Commercial,0,888.3366666666667,888.3366666666667
C00635,3,155.22,121.53,114.32,40.9,232.38,1.15,0.806,10,29,Rural,Residential,0,125.82000000000001,125.82000000000001
C01498,4,1444.66,1176.91,1039.91,404.75,230.73,8.978,0.969,18,30,Urban,Commercial,0,1104.23,1104.23
C00433,1,191.72,,120.53,71.18,238.07,1.17,0.956,14,30,Urban,Residential,0,,
C01384,2,153.17,167.81,93.14,60.03,226.98,1.009,0.929,9,30,Semi-Urban,Residential,0,167.81,167.81
C00131,3,138.54,130.76,102.66,35.88,220.32,1.038,0.841,7,30,Urban,Residential,0,133.815,133.815
C00320,5,373.72,327.29,222.94,150.78,233.57,2.422,0.917,8,28,Urban,Residential,0,312.56666666666666,294.68
C00055,5,159.37,151.19,111.69,47.68,235.75,0.996,0.943,0,28,Urban,Residential,0,125.49000000000001,122.85249999999999
C01391,1,924.33,,538.36,385.97,224.51,6.551,0.873,7,28,Semi-Urban,Commercial,0,,
C01163,6,139.28,34.78,98.24,41.04,,0.96,0.873,14,28,Urban,Residential,0,41.419999999999995,78.312
C00516,2,595.95,837.77,390.47,205.48,222.94,3.967,0.936,0,28,Urban,Commercial,0,837.77,837.77
C01235,4,299.12,332.39,196.67,102.45,242.92,1.817,0.941,5,30,Urban,Residential,0,300.78666666666663,300.78666666666663
C01196,1,824.15,,522.17,301.98,236.17,5.452,0.889,16,29,Urban,Commercial,0,,
C00897,4,207.68,132.56,133.37,74.31,232.46,1.264,0.981,6,30,Urban,Residential,0,148.88333333333333,148.88333333333333
C00186,2,136.06,144.5,82.88,53.18,230.63,0.881,0.931,11,30,Rural,Residential,0,144.5,144.5
C01400,4,206.2,188.51,150.14,56.05,229.97,1.264,0.985,5,28,Rural,Residential,0,171.70333333333335,171.70333333333335
C01164,2,162.99,169.88,108.25,54.73,228.81,1.048,0.944,17,30,Urban,Residential,0,169.88,169.88
C01444,1,272.82,,189.35,83.47,230.09,1.841,0.895,18,29,Urban,Residential,0,,
C00364,6,214.92,227.93,129.17,85.75,233.91,1.377,0.926,8,30,Urban,Residential,0,225.87666666666667,209.622
C00214,4,2941.09,2643.12,2019.14,921.95,235.34,18.555,0.935,7,29,Semi-Urban,Industrial,0,2435.4066666666663,2435.4066666666663
C00162,6,50.45,138.28,28.63,21.82,234.48,0.334,0.896,15,30,Urban,Residential,1,153.4333333333333,148.834
C00478,6,4110.84,3647.86,2958.15,1152.69,228.22,26.745,0.935,1,30,Semi-Urban,Industrial,0,3229.3233333333333,3415.818
C00749,3,241.33,241.25,168.96,72.37,227.52,1.684,0.875,13,30,Urban,Residential,0,245.35,245.35
C00768,5,176.43,207.39,131.81,44.62,223.25,1.136,0.967,17,30,Rural,Residential,0,186.63666666666668,183.8625
C00581,3,936.09,826.84,614.58,321.51,230.82,5.999,0.939,4,29,Urban,Commercial,0,805.5350000000001,805.5350000000001
C00647,4,1266.04,1139.57,718.35,547.69,230.65,8.069,0.945,3,29,Rural,Commercial,0,1083.3733333333332,1083.3733333333332
C00539,4,296.78,279.32,189.38,107.4,237.59,1.839,0.944,4,30,Semi-Urban,Residential,0,251.39000000000001,251.39000000000001
C00162,5,138.28,205.35,49.95,88.34,222.58,2.113,0.408,15,20,Urban,Residential,1,152.45666666666668,151.4725
C00731,4,320.11,199.64,179.95,140.17,234.4,2.151,0.882,2,30,Rural,Residential,0,213.6,213.6
C01218,2,112.3,93.82,73.57,38.73,225.47,0.794,0.872,4,28,Semi-Urban,Residential,0,93.82,93.82
C00674,1,159.24,,95.42,63.82,229.64,1.051,0.917,2,28,Urban,Residential,0,,
C01400,2,148.12,178.48,108.12,40.0,227.63,1.059,0.853,5,28,Rural,Residential,0,178.48,178.48
C01033,2,102.13,95.42,76.39,25.75,234.89,0.671,0.9,10,30,Semi-Urban,Residential,0,95.42,95.42
C00662,4,841.46,649.53,538.64,302.81,230.11,,0.895,15,30,Urban,Commercial,0,646.1833333333333,646.1833333333333
C00407,1,232.74,,144.81,87.92,233.73,1.447,0.956,14,30,Urban,Residential,0,,
C01436,3,795.44,944.15,524.93,270.51,227.87,5.047,0.961,8,30,Semi-Urban,Commercial,0,892.3050000000001,892.3050000000001
C00214,5,3205.44,2941.09,2377.52,827.92,229.92,23.116,0.838,7,30,Semi-Urban,Industrial,0,2569.8633333333332,2561.8275
C00681,2,211.08,210.15,149.5,61.58,221.58,1.504,0.88,0,30,Semi-Urban,Residential,0,210.15,210.15
C00993,6,366.72,406.69,251.54,115.19,223.1,2.749,0.83,1,30,Urban,Residential,0,357.0133333333333,319.692
C00692,4,150.9,151.63,99.75,51.15,235.21,,0.914,9,30,Semi-Urban,Residential,0,140.17666666666665,140.17666666666665
C00715,1,170.82,,98.63,72.19,228.25,1.098,0.947,5,28,Urban,Residential,0,,
C00240,4,144.46,132.34,99.05,45.42,235.67,0.92,0.926,6,29,Rural,Residential,0,132.24,132.24
C00372,2,327.07,471.33,223.78,103.3,235.29,2.164,0.892,8,30,Urban,Commercial,0,471.33,471.33
C01451,3,249.26,196.63,181.13,68.13,230.59,1.541,0.974,11,30,Urban,Residential,0,187.715,187.715
C00019,4,160.0,177.24,111.55,48.45,231.15,1.079,0.891,6,30,Urban,Residential,0,167.66333333333333,167.66333333333333
C00764,3,146.59,268.54,80.84,65.75,232.92,0.883,0.99,12,30,Urban,Residential,0,260.805,260.805
C00458,1,702.47,,451.2,251.28,233.08,,0.99,7,30,Rural,Commercial,0,,
C00744,4,202.86,158.51,117.5,85.36,223.84,1.292,0.974,1,30,Urban,Residential,0,146.51333333333332,146.51333333333332
C00308,3,919.6,803.64,615.28,304.32,228.34,6.007,0.931,8,29,Semi-Urban,Commercial,0,827.12,827.12
C00340,1,177.0,,102.67,74.33,226.41,1.139,0.953,12,29,Semi-Urban,Residential,0,,
C01308,3,127.71,106.95,70.25,57.46,235.18,0.848,0.89,16,29,Rural,Residential,0,109.56,109.56
C00631,5,294.02,267.39,204.35,89.67,232.43,1.975,0.89,18,30,Urban,Residential,0,235.59,223.0225
C01347,1,248.14,,179.56,68.58,237.22,1.467,0.99,5,30,Urban,Residential,0,,
C00785,3,44.07,130.88,25.63,18.44,237.6,0.266,0.968,1,25,Semi-Urban,Residential,1,131.94,131.94
C00654,1,110.77,,62.88,47.89,227.0,0.727,0.932,4,30,Rural,Residential,0,,
C01378,2,285.36,316.54,170.87,114.49,234.27,1.779,0.951,18,28,Urban,Residential,0,316.54,316.54
C00372,3,476.98,327.07,356.17,120.81,226.92,2.949,0.99,8,30,Urban,Commercial,0,399.2,399.2
C00769,2,932.02,914.82,540.6,391.42,225.72,6.413,0.894,9,30,Semi-Urban,Commercial,0,914.82,914.82
C00217,3,343.62,285.29,248.86,94.76,232.95,2.345,0.874,14,30,Urban,Residential,0,298.15999999999997,298.15999999999997
C00393,3,141.45,128.11,96.95,44.5,223.47,0.943,0.932,3,30,Rural,Residential,0,117.93,117.93
C00124,3,1105.39,1750.52,820.72,284.67,224.58,7.317,0.934,1,30,Urban,Industrial,0,1865.355,1865.355
C01491,4,3401.08,3110.23,2385.55,1015.54,234.48,22.473,0.896,3,29,Rural,Industrial,0,2720.4,2720.4
C01321,4,358.58,337.35,265.76,92.82,233.61,2.286,0.933,10,30,Urban,Residential,0,293.6333333333334,293.6333333333334
C00859,5,1345.35,1291.0,811.39,533.96,234.94,8.182,0.972,11,28,Urban,Commercial,0,1194.6666666666667,1176.74
C00604,4,323.07,301.64,196.22,126.85,228.22,2.267,0.867,1,29,Semi-Urban,Residential,0,268.15000000000003,268.15000000000003
C01146,1,168.37,,112.22,56.15,232.97,1.112,0.902,6,30,Semi-Urban,Residential,0,,
C00420,4,195.29,165.8,142.99,52.29,221.56,1.379,0.888,11,30,Urban,Residential,0,140.33,140.33
C00671,3,289.3,260.77,200.78,88.52,237.27,1.956,0.866,6,30,Rural,Residential,0,257.025,257.025
C00892,6,665.93,783.77,466.62,199.31,234.05,4.042,0.978,7,29,Urban,Commercial,0,738.6466666666666,665.702
C00475,4,881.7,945.57,619.21,262.49,226.22,5.963,0.908,19,30,Semi-Urban,Commercial,0,963.5033333333334,963.5033333333334
C01089,5,1095.31,1294.56,613.93,481.38,225.01,8.021,0.843,5,30,Urban,Commercial,0,1018.6766666666666,976.39
C00846,5,176.51,192.08,111.41,65.1,229.68,1.183,0.902,18,30,Semi-Urban,Residential,0,182.34,178.405
C00602,3,202.07,159.32,124.69,77.38,228.66,1.24,0.99,12,30,Semi-Urban,Residential,0,157.89,157.89
C00736,3,574.3,481.27,413.88,160.42,236.87,3.634,0.927,0,29,Rural,Commercial,0,524.505,524.505
C01096,2,172.08,144.73,98.55,73.53,237.34,1.035,0.973,13,30,Urban,Residential,0,144.73,144.73
C00355,5,133.28,164.23,95.12,38.15,235.15,0.859,0.917,10,30,Semi-Urban,Residential,0,159.92999999999998,159.7125
C00073,4,199.62,86.39,116.42,83.2,231.67,1.3,0.921,8,28,Semi-Urban,Residential,0,139.75666666666666,139.75666666666666
C01138,5,4077.45,3821.44,2812.66,1264.78,229.64,27.146,0.908,17,29,Urban,Industrial,0,3439.81,3393.245
C01009,3,129.35,133.49,83.78,45.57,226.1,0.819,0.97,6,30,Urban,Residential,0,128.495,128.495
C00052,3,782.57,708.08,570.41,212.16,236.81,9.493,0.483,11,29,Semi-Urban,Commercial,1,782.175,782.175
C01479,6,4605.31,4351.6,2887.5,1717.82,233.53,29.853,0.917,9,30,Semi-Urban,Industrial,0,4218.9766666666665,3951.1880000000006
C00477,4,5770.09,4810.04,3496.32,2273.77,227.56,38.727,0.909,5,29,Semi-Urban,Industrial,0,4615.4766666666665,4615.4766666666665
C00694,4,364.0,309.92,235.97,128.02,236.52,2.213,0.966,11,30,Semi-Urban,Residential,0,301.6066666666666,301.6066666666666
C00015,4,100.57,138.91,66.35,34.21,240.34,1.474,0.394,18,29,Rural,Residential,1,139.50333333333333,139.50333333333333
C01139,1,3335.52,,2224.15,1111.37,226.62,22.555,0.906,15,30,Semi-Urban,Industrial,0,,
C00491,6,947.02,846.82,683.66,263.36,227.58,6.618,0.873,17,29,Semi-Urban,Commercial,0,801.5466666666666,765.1220000000001
C00067,6,343.93,339.64,219.36,124.56,233.79,2.222,0.92,1,30,Urban,Residential,0,315.63666666666666,284.306
C00421,2,203.0,153.17,150.36,52.64,238.57,1.343,0.88,17,29,Urban,Residential,0,153.17,153.17
C00171,1,210.87,,123.23,87.64,226.49,1.418,0.912,2,28,Urban,Residential,0,,
C00147,6,367.93,363.69,273.14,94.79,226.18,2.485,0.909,8,30,Semi-Urban,Residential,0,342.66,332.338
C01119,3,208.35,202.72,115.84,92.51,231.77,1.378,0.906,1,30,Rural,Residential,0,205.20499999999998,205.20499999999998
C01095,4,102.14,199.32,64.81,37.33,228.01,0.71,0.876,11,30,Rural,Residential,1,235.93999999999997,235.93999999999997
C00964,3,205.7,159.31,141.29,64.4,225.76,1.358,0.932,11,28,Semi-Urban,Residential,0,167.39499999999998,167.39499999999998
C01121,2,146.12,150.01,98.04,48.08,227.24,0.986,0.906,0,29,Urban,Residential,0,150.01,150.01
C00587,3,192.5,198.41,133.76,58.75,227.38,1.287,0.914,0,28,Semi-Urban,Residential,0,215.87,215.87
C00868,1,1244.65,,753.15,491.51,229.45,8.14,0.926,5,28,Rural,Industrial,0,,
C01229,6,582.74,585.95,350.02,232.72,227.93,3.881,0.915,0,29,Urban,Commercial,0,540.38,521.22
C00624,2,283.2,244.02,190.95,92.25,226.14,1.919,0.906,17,29,Semi-Urban,Residential,0,244.02,244.02
C00043,6,166.98,152.13,110.47,56.51,237.91,1.042,0.935,17,30,Urban,Residential,0,154.77,147.214
C00753,2,253.19,225.36,145.62,107.57,216.86,1.898,0.855,13,30,Semi-Urban,Residential,0,225.36,225.36
C00049,1,807.57,,503.77,303.8,225.84,5.972,0.832,12,28,Urban,Commercial,0,,
C00500,6,346.35,342.3,197.16,149.19,221.05,2.339,0.93,5,29,Semi-Urban,Residential,0,354.54333333333335,325.726
C01146,2,141.22,168.37,94.41,46.81,230.38,0.977,,6,30,Semi-Urban,Residential,0,168.37,168.37
C00916,3,273.79,242.07,187.2,86.59,232.95,1.831,0.892,3,29,Urban,Residential,0,265.115,265.115
C01051,5,1137.38,1229.2,756.83,380.54,235.32,7.255,0.925,11,28,Semi-Urban,Commercial,0,810.0033333333334,829.0325
C00331,2,580.46,511.83,359.73,220.73,224.15,3.887,0.925,8,30,Urban,Commercial,0,511.83,511.83
C00951,6,1821.52,2067.71,1045.95,775.58,233.66,12.179,0.889,0,28,Rural,Industrial,0,1557.1299999999999,1616.006
C00414,1,302.85,,178.21,124.64,234.8,1.815,0.987,18,29,Semi-Urban,Residential,0,,
C01185,5,292.2,253.93,201.48,90.72,228.94,1.9,0.933,4,29,Rural,Residential,0,208.42666666666665,196.85500000000002
C00640,5,227.66,263.68,158.84,68.82,236.15,1.404,0.954,15,28,Urban,Residential,0,216.97000000000003,209.95499999999998
C00123,6,279.2,289.75,189.58,89.61,241.94,1.657,0.967,10,28,Urban,Residential,0,288.12,255.76999999999998
C00895,3,199.48,227.75,126.24,73.24,229.8,1.295,0.931,4,29,Semi-Urban,Residential,0,217.33499999999998,217.33499999999998
C01440,5,3873.47,3827.49,2625.5,1247.97,227.99,26.081,0.905,5,28,Urban,Industrial,0,3123.3333333333335,3003.665
C00887,2,319.12,633.16,217.02,102.1,217.28,2.252,0.906,7,30,Urban,Commercial,0,633.16,633.16
C00303,6,1279.09,1208.79,735.03,544.07,232.93,8.94,0.853,16,30,Rural,Commercial,0,1139.9033333333334,1094.202
C00733,3,188.46,136.17,140.75,47.71,222.28,1.231,0.956,9,29,Urban,Residential,0,146.25,146.25
C00091,4,5485.32,4486.38,4028.9,1456.43,222.98,34.512,0.99,13,28,Rural,Industrial,0,4195.92,4195.92
C01463,3,325.79,262.95,222.36,103.44,234.62,2.217,0.87,7,29,Rural,Residential,0,258.03,258.03
C01276,5,1277.58,1157.3,724.7,552.88,232.58,8.214,0.929,5,30,Semi-Urban,Commercial,0,1004.4899999999999,977.39
C01342,1,622.41,,402.63,219.78,226.26,4.398,0.869,10,30,Urban,Commercial,0,,
C00574,4,164.68,168.82,123.47,41.2,233.42,1.076,0.91,0,30,Urban,Residential,0,150.9,150.9
C00986,3,198.95,155.94,144.66,54.29,234.69,1.291,0.912,16,30,Rural,Residential,0,171.015,171.015
C00771,4,360.45,299.49,244.65,115.8,231.44,2.353,0.919,3,28,Urban,Residential,0,299.82666666666665,299.82666666666665
C00307,4,175.05,160.52,112.68,62.37,227.86,1.15,0.927,18,30,Urban,Residential,0,150.98,150.98
C00399,1,958.65,,603.81,354.85,233.04,6.305,0.906,7,29,Urban,Commercial,0,,
C00518,6,159.27,205.04,89.1,70.17,238.74,0.983,0.942,8,28,Urban,Residential,0,204.42666666666665,184.204
C00723,3,905.26,818.24,668.61,236.65,236.54,5.639,0.943,6,30,Semi-Urban,Commercial,0,878.595,878.595
C00615,3,214.57,179.98,147.49,67.08,228.28,1.349,0.968,16,29,Rural,Residential,0,168.32999999999998,168.32999999999998
C01197,1,3845.96,,2727.61,1118.35,227.77,23.961,0.979,0,30,Urban,Industrial,0,,
C00500,4,370.97,350.36,262.41,108.55,233.13,2.319,0.953,5,30,Semi-Urban,Residential,0,305.12,305.12
C00134,3,757.17,876.7,428.57,328.6,226.75,4.911,,11,29,Semi-Urban,Commercial,0,850.13,850.13
C01379,2,117.17,282.6,80.74,36.43,231.48,0.791,0.889,0,30,Rural,Residential,0,282.6,282.6
C00235,2,230.77,215.41,134.96,95.81,223.85,1.677,0.854,0,29,Urban,Residential,0,215.41,215.41
C00010,3,164.51,126.3,106.33,58.18,236.63,1.095,0.882,9,29,Urban,Residential,0,137.38,137.38
C01064,2,613.03,619.52,456.76,156.27,224.6,4.218,0.899,1,29,Urban,Commercial,0,619.52,619.52
C00012,4,459.2,724.82,264.87,194.33,228.76,2.908,0.959,2,28,Rural,Commercial,0,682.3666666666667,682.3666666666667
C00942,1,1972.0,,1365.21,606.79,217.99,12.892,0.975,7,29,Semi-Urban,Industrial,0,,
C00119,4,211.1,172.91,117.29,93.81,234.36,1.419,0.881,15,29,Urban,Residential,0,158.6966666666667,158.6966666666667
C01365,4,137.51,152.19,86.81,50.7,219.77,0.987,0.88,0,30,Semi-Urban,Residential,0,134.62666666666667,134.62666666666667
C00045,2,210.55,236.05,129.03,81.52,231.38,1.331,0.949,12,29,Rural,Residential,0,236.05,236.05
C00265,3,2211.7,1907.94,1618.39,593.31,227.82,14.677,0.919,19,30,Urban,Industrial,0,1778.755,1778.755
C00990,2,135.63,145.86,90.86,44.77,224.14,0.97,0.866,7,30,Urban,Residential,0,145.86,145.86
C01190,4,229.54,214.08,153.67,75.87,228.29,1.614,0.865,1,30,Semi-Urban,Residential,0,195.92999999999998,195.92999999999998
C00944,5,981.78,993.86,698.88,282.9,225.83,6.357,0.95,19,30,Rural,Commercial,0,825.2833333333333,824.1524999999999
C00180,1,156.72,,112.27,44.44,232.99,1.045,0.894,2,29,Semi-Urban,Residential,0,,
C00339,2,182.2,237.97,135.99,46.21,227.68,1.193,0.932,1,30,Urban,Residential,0,237.97,237.97
C00682,6,488.4,491.99,345.77,142.63,235.69,2.983,0.965,16,28,Semi-Urban,Residential,0,433.3566666666666,382.642
C01231,1,348.08,,217.26,130.82,235.39,2.213,0.928,11,29,Rural,Commercial,0,,
C00836,6,398.27,422.19,280.93,117.34,229.04,2.609,0.926,11,30,Urban,Residential,0,367.93,336.884
C00971,6,904.62,640.76,374.15,530.47,222.17,11.227,0.504,1,30,Urban,Commercial,1,570.27,698.6220000000001
C01365,3,152.19,134.8,85.45,66.74,232.09,0.971,0.938,0,30,Semi-Urban,Residential,0,125.845,125.845
C00773,4,1298.05,1226.62,926.59,371.46,236.19,7.71,0.99,9,29,Urban,Commercial,0,1056.31,1056.31
C00830,4,386.67,310.89,244.33,142.33,236.25,2.445,0.93,3,28,Semi-Urban,Residential,0,288.93666666666667,288.93666666666667
C00893,5,267.05,283.04,174.3,92.75,238.26,1.66,0.938,13,30,Urban,Residential,0,197.66666666666666,194.2425
C01487,5,161.85,155.29,101.39,60.46,226.71,1.103,0.899,2,30,Urban,Residential,0,146.12666666666667,144.3225
C00987,1,130.42,,77.93,52.49,228.95,0.887,0.892,4,29,Urban,Residential,0,,
C01463,1,253.11,,181.38,71.73,223.22,1.733,0.909,7,29,Rural,Residential,0,,
C01295,2,359.73,314.45,222.67,137.06,230.68,2.393,0.905,1,29,Semi-Urban,Residential,0,314.45,314.45
C01194,2,120.25,117.75,85.71,34.55,232.05,0.774,0.93,18,29,Semi-Urban,Residential,0,117.75,117.75
C00717,6,743.4,1197.87,429.92,313.48,221.42,5.031,0.927,18,28,Urban,Commercial,0,666.8433333333332,631.9559999999999
C00767,6,203.91,211.8,120.72,83.18,231.4,1.329,0.921,4,30,Urban,Residential,0,187.85,182.68200000000002
C00759,3,1541.26,1283.12,1144.86,396.4,,9.896,0.931,1,29,Urban,Industrial,0,1321.6,1321.6
C00970,1,179.93,,107.75,72.17,230.3,1.198,0.906,3,30,Rural,Residential,0,,
C00390,4,351.94,299.89,236.34,115.6,233.49,2.327,0.9,9,30,Semi-Urban,Residential,0,284.3533333333333,284.3533333333333
C01491,5,3228.81,3401.08,2240.05,988.76,233.24,20.71,0.928,3,30,Rural,Industrial,0,2915.0633333333335,2890.57
C00114,1,340.18,,216.44,123.74,218.65,2.447,0.883,14,30,Semi-Urban,Residential,0,,
C00080,4,270.6,256.64,199.4,71.21,231.77,1.782,0.91,19,30,Semi-Urban,Residential,0,235.98333333333332,235.98333333333332
C00222,4,161.32,140.13,115.08,46.24,226.38,1.0,0.99,2,28,Urban,Residential,0,142.11,142.11
C01375,2,235.35,205.0,145.0,90.34,235.36,1.498,0.927,7,28,Rural,Residential,0,205.0,205.0
C00281,5,348.37,321.77,259.72,88.65,234.44,2.33,0.886,15,30,Urban,Residential,0,295.32,284.2025
C01455,6,135.32,171.68,81.46,53.86,229.47,0.897,0.913,7,30,Rural,Residential,0,168.14666666666668,155.836
C01452,6,168.61,192.73,123.1,45.52,232.73,1.126,0.893,17,29,Urban,Residential,0,174.02333333333334,155.544
C00297,2,299.88,250.05,215.96,83.92,231.75,1.997,0.9,14,29,Urban,Residential,0,250.05,250.05
C00636,4,896.71,799.03,602.6,294.11,223.41,6.117,0.911,10,30,Urban,Commercial,0,820.8699999999999,820.8699999999999
C00126,2,292.21,296.39,180.51,111.7,237.14,1.895,0.903,15,30,Semi-Urban,Residential,0,296.39,296.39
C00362,1,2600.14,,1508.97,1091.17,235.21,16.613,0.924,17,30,Urban,Industrial,0,,
C01352,3,482.31,388.11,316.14,166.18,230.05,3.358,0.867,0,30,Semi-Urban,Commercial,0,418.56,418.56
C00633,3,350.18,302.36,233.52,116.66,228.13,2.209,0.965,6,30,Urban,Residential,0,288.18,288.18
C01012,5,585.28,660.76,393.35,191.93,226.07,3.829,0.939,19,30,Urban,Commercial,0,494.3999999999999,493.6575
C00080,3,256.64,195.23,186.28,70.35,224.0,1.752,0.908,19,30,Semi-Urban,Residential,0,225.65499999999997,225.65499999999997
C00726,1,246.96,,160.8,86.15,238.76,1.5,0.958,9,30,Urban,Residential,0,,
C01280,2,313.34,344.96,225.8,87.54,224.87,2.004,0.966,4,30,Semi-Urban,Residential,0,344.96,344.96
C01334,4,324.71,236.62,205.95,118.76,222.45,2.34,0.867,4,30,Rural,Residential,0,236.0233333333333,236.0233333333333
C00036,2,182.43,126.34,108.39,74.04,226.33,1.257,0.89,10,28,Urban,Residential,0,126.34,126.34
C00079,1,308.11,,182.91,125.2,230.12,2.063,0.901,8,30,Urban,Residential,0,,
C00258,4,818.95,790.65,458.88,360.06,230.87,5.561,0.886,17,29,Rural,Commercial,0,673.2166666666667,673.2166666666667
C00855,2,154.98,162.67,108.49,46.49,223.27,0.989,0.975,10,29,Rural,Residential,0,162.67,162.67
C00553,5,347.94,432.31,257.88,90.07,236.67,2.067,0.988,2,30,Urban,Residential,0,371.43666666666667,356.5375
C01449,3,208.31,175.8,153.73,54.57,234.66,1.34,0.92,0,28,Urban,Residential,0,176.66500000000002,176.66500000000002
C00973,1,234.23,,155.16,79.07,225.47,1.631,0.885,4,28,Semi-Urban,Residential,0,,
C01298,4,1058.49,1012.16,756.87,301.61,230.34,6.971,0.916,7,29,Urban,Commercial,0,891.5066666666667,891.5066666666667
C00887,3,604.37,319.12,381.38,222.99,220.26,4.046,0.942,7,30,Urban,Commercial,0,476.14,476.14
C00171,6,250.88,252.85,188.15,62.74,240.87,1.748,0.828,2,30,Urban,Residential,0,236.90333333333334,217.92
C00552,2,197.32,216.94,123.73,73.59,224.42,1.326,0.921,18,28,Rural,Residential,0,216.94,216.94
C01054,5,242.34,210.44,141.05,101.29,222.46,1.644,0.92,6,29,Rural,Residential,0,204.21,196.365
C01213,5,246.84,219.28,156.16,90.68,228.51,1.579,0.95,3,30,Semi-Urban,Residential,0,207.66,200.325
C01259,1,170.68,,107.17,63.51,234.22,1.076,0.941,2,29,Semi-Urban,Residential,0,,
C00246,1,360.54,,243.54,117.0,229.0,2.419,0.904,19,30,Urban,Residential,0,,
C01254,4,339.38,88.81,217.1,122.28,229.36,2.313,0.888,18,30,Semi-Urban,Residential,0,236.08333333333334,236.08333333333334
C01190,1,172.0,,107.75,64.25,232.59,,0.879,1,29,Semi-Urban,Residential,0,,
C01299,6,370.53,420.57,222.95,147.57,230.71,2.603,0.857,16,30,Urban,Residential,0,400.13000000000005,374.142
C00733,1,156.33,,88.08,68.26,221.52,1.089,0.9,9,29,Urban,Residential,0,,
C00129,6,243.94,250.0,161.62,82.32,232.44,1.616,0.902,6,30,Urban,Residential,0,247.33666666666667,225.594
C00337,3,263.0,236.2,171.5,91.5,231.42,1.709,0.924,7,30,Rural,Residential,0,243.515,243.515
C00588,1,115.11,,69.27,45.84,231.42,0.827,0.835,13,30,Rural,Residential,0,,
C00525,3,4836.21,3681.71,2753.76,2082.46,,30.203,0.98,11,30,Semi-Urban,Industrial,0,3702.5950000000003,3702.5950000000003
C00875,1,229.15,,168.16,60.99,225.08,1.703,0.83,3,30,Semi-Urban,Residential,0,,
C00107,6,522.16,511.13,321.88,200.28,229.43,3.403,0.929,8,30,Urban,Commercial,0,458.01666666666665,436.62
C00894,5,5211.16,4348.0,3261.23,1949.93,235.88,36.741,0.835,12,30,Urban,Industrial,0,3887.36,3708.6475
C00033,5,307.23,287.08,190.09,117.14,221.56,2.214,0.87,17,30,Semi-Urban,Residential,0,225.92,223.98
